Name,Meta1,Meta2,Meta3
Algae/Water_X206_Y165,Pervious,Water,Algae/Water
Algae/Water_X202_Y168,Pervious,Water,Algae/Water
Algae/Water_X185_Y209,Pervious,Water,Algae/Water
Algae/Water_X172_Y78,Pervious,Water,Algae/Water
Algae/Water_X124_Y44,Pervious,Water,Algae/Water
Algae/Water_X125_Y44,Pervious,Water,Algae/Water
BareSoil_X218_Y158,Pervious,Bare Soil,Bare Soil
BareSoil_X220_Y159,Pervious,Bare Soil,Bare Soil
Pickleweed_X212_Y151,Pervious,Plants,Pickleweed
Pickleweed_X176_Y93,Pervious,Plants,Pickleweed
Pickleweed_X198_Y51,Pervious,Plants,Pickleweed
Pickleweed_X180_Y94,Pervious,Plants,Pickleweed
Pickleweed_X177_Y141,Pervious,Plants,Pickleweed
Pickleweed_X187_Y144,Pervious,Plants,Pickleweed
Uplands_X197_Y47,Pervious,Plants,Uplands
Uplands_X192_Y46,Pervious,Plants,Uplands
Uplands_X188_Y44,Pervious,Plants,Uplands
Uplands_X199_Y45,Pervious,Plants,Uplands
Water_X195_Y102,Pervious,Water,Water
Water_X193_Y100,Pervious,Water,Water
